SchoolYear,TestType,TestPopulation,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalSurpassed,TotalAttained,TotalEmergingTowards,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentSurpassed,PercentAttained,PercentEmergingTowards,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,MeanPtsEarned,MinScaleScore,MaxScaleScore,ScaleScore25,ScaleScore50,ScaleScore75
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,White,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Black or African American,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,All Students,N/A,N/A,N/A,N/A,<3,*,4,6,4,10,N/A,N/A,N/A,N/A,<=50%,<=50%,<=50%,>=50%,<=50%,N/A,N/A,29.3,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,White,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,All Students,N/A,N/A,N/A,N/A,3,3,4,6,4,10,N/A,N/A,N/A,N/A,<=50%,<=50%,<=50%,>=50%,<=50%,N/A,N/A,31.7,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,White,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Male,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Not English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,All Students,N/A,N/A,N/A,N/A,*,<3,4,6,4,10,N/A,N/A,N/A,N/A,<=50%,<=50%,<=50%,>=50%,<=50%,N/A,N/A,52.1,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,<3,10,8,10,18,N/A,N/A,N/A,N/A,*,<=20%,55.6,44.4,55.6,N/A,N/A,50.2,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not English Learners,N/A,N/A,N/A,N/A,*,<3,9,9,9,18,N/A,N/A,N/A,N/A,*,<=20%,50.0,50.0,50.0,N/A,N/A,53.6,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Economically Disadvantaged,N/A,N/A,N/A,N/A,*,<3,11,7,11,18,N/A,N/A,N/A,N/A,*,<=20%,61.1,38.9,61.1,N/A,N/A,29.9,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Economically Disadvantaged,N/A,N/A,N/A,N/A,5,4,9,9,9,18,N/A,N/A,N/A,N/A,27.8,22.2,50.0,50.0,50.0,N/A,N/A,30.6,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Not English Learners,N/A,N/A,N/A,N/A,6,3,9,9,9,18,N/A,N/A,N/A,N/A,*,<=20%,50.0,50.0,50.0,N/A,N/A,31.9,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,White,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Male,N/A,N/A,N/A,N/A,*,<3,6,4,6,10,N/A,N/A,N/A,N/A,<=50%,<=50%,>=50%,<=50%,>=50%,N/A,N/A,24.8,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Not English Learners,N/A,N/A,N/A,N/A,*,<3,10,8,10,18,N/A,N/A,N/A,N/A,*,<=20%,55.6,44.4,55.6,N/A,N/A,32.1,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,All Students,N/A,N/A,N/A,N/A,6,4,10,10,10,20,N/A,N/A,N/A,N/A,*,<=20%,50.0,50.0,50.0,N/A,N/A,31.0,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,All Students,N/A,N/A,N/A,N/A,*,<3,11,9,11,20,N/A,N/A,N/A,N/A,*,<=20%,55.0,45.0,55.0,N/A,N/A,50.5,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Female,N/A,N/A,N/A,N/A,3,3,4,6,4,10,N/A,N/A,N/A,N/A,<=50%,<=50%,<=50%,>=50%,<=50%,N/A,N/A,37.1,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Black or African American,N/A,N/A,N/A,N/A,*,<3,10,8,10,18,N/A,N/A,N/A,N/A,*,<=20%,55.6,44.4,55.6,N/A,N/A,32.1,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Female,N/A,N/A,N/A,N/A,*,<3,6,4,6,10,N/A,N/A,N/A,N/A,<=50%,<=50%,>=50%,<=50%,>=50%,N/A,N/A,36.4,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,All Students,N/A,N/A,N/A,N/A,*,<3,12,8,12,20,N/A,N/A,N/A,N/A,*,<=20%,60.0,40.0,60.0,N/A,N/A,30.3,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Hispanic of Any Race,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Male,N/A,N/A,N/A,N/A,*,<3,6,4,6,10,N/A,N/A,N/A,N/A,<=50%,<=50%,>=50%,<=50%,>=50%,N/A,N/A,24.2,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Black or African American,N/A,N/A,N/A,N/A,6,3,9,9,9,18,N/A,N/A,N/A,N/A,*,<=20%,50.0,50.0,50.0,N/A,N/A,31.9,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,Hispanic of Any Race,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,N/A,N/A,N/A,N/A,*,<3,5,5,5,10,N/A,N/A,N/A,N/A,<=50%,<=50%,<=50%,<=50%,<=50%,N/A,N/A,60.1,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Black or African American,N/A,N/A,N/A,N/A,*,<3,9,9,9,18,N/A,N/A,N/A,N/A,*,<=20%,50.0,50.0,50.0,N/A,N/A,53.6,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Hispanic of Any Race,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Mathematics,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Male,N/A,N/A,N/A,N/A,*,<3,6,4,6,10,N/A,N/A,N/A,N/A,<=50%,<=50%,>=50%,<=50%,>=50%,N/A,N/A,40.8,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,ELA,White,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,P,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L. White Center,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,White,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,Not English Learners,N/A,N/A,N/A,N/A,22,6,3,28,3,31,N/A,N/A,N/A,N/A,*,*,<=10%,>=90%,<=10%,N/A,N/A,57.8,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,All Students,N/A,N/A,N/A,N/A,23,9,4,32,4,36,N/A,N/A,N/A,N/A,63.9,25.0,11.1,88.9,11.1,N/A,N/A,56.6,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,All Students,N/A,N/A,N/A,N/A,21,10,5,31,5,36,N/A,N/A,N/A,N/A,58.3,27.8,13.9,86.1,13.9,N/A,N/A,46.0,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,White,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,Male,N/A,N/A,N/A,N/A,*,*,<3,*,<3,22,N/A,N/A,N/A,N/A,>=80%,<=20%,<=20%,>=80%,<=20%,N/A,N/A,60.2,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,Hispanic of Any Race,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,Black or African American,N/A,N/A,N/A,N/A,*,*,<3,*,<3,30,N/A,N/A,N/A,N/A,*,*,<=20%,>=80%,<=20%,N/A,N/A,50.7,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,All Students,N/A,N/A,N/A,N/A,21,8,6,29,6,35,N/A,N/A,N/A,N/A,60.0,22.9,17.1,82.9,17.1,N/A,N/A,46.8,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Not English Learners,N/A,N/A,N/A,N/A,20,8,3,28,3,31,N/A,N/A,N/A,N/A,*,*,<=10%,>=90%,<=10%,N/A,N/A,47.6,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,Female,N/A,N/A,N/A,N/A,5,3,5,8,5,13,N/A,N/A,N/A,N/A,<=50%,<=50%,<=50%,>=50%,<=50%,N/A,N/A,41.3,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Black or African American,N/A,N/A,N/A,N/A,20,8,3,28,3,31,N/A,N/A,N/A,N/A,*,*,<=10%,>=90%,<=10%,N/A,N/A,47.6,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,N/A,N/A,N/A,N/A,19,8,3,27,3,30,N/A,N/A,N/A,N/A,*,*,<=20%,>=80%,<=20%,N/A,N/A,56.6,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Economically Disadvantaged,N/A,N/A,N/A,N/A,17,9,4,26,4,30,N/A,N/A,N/A,N/A,*,*,<=20%,>=80%,<=20%,N/A,N/A,45.8,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,White,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,SI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Hispanic of Any Race,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,N/A,N/A,*,N/A,N/A,N/A,N/A,N/A
