SchoolYear,TestType,TestPopulation,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalSurpassed,TotalAttained,TotalEmergingTowards,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentSurpassed,PercentAttained,PercentEmergingTowards,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,MeanPtsEarned,MinScaleScore,MaxScaleScore,ScaleScore25,ScaleScore50,ScaleScore75
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Social Studies,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3444,SER Metro YouthBuild Learning Academy,82,Wayne,LEA School,High School,City: Small,Wayne Region,3,11,Science,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Science,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Science,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Science,Hispanic of Any Race,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Science,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Science,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Social Studies,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Social Studies,Hispanic of Any Race,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Social Studies,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Science,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Legacy Academy,82,Wayne,LEA School,Middle_High School,City: Large,Wayne Region,3,11,Science,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3540,Southeastern High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Science,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Social Studies,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Social Studies,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Social Studies,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Social Studies,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Social Studies,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Science,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Science,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Science,Black or African American,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Science,Male,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Science,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Science,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Social Studies,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,3662,The SER Learning Academy - East,82,Wayne,LEA School,High School,Not Specified,Wayne Region,3,11,Social Studies,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Hispanic of Any Race,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,All Students,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Hispanic of Any Race,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,*,25,4,N/A,N/A,N/A,23,29,52,<=10%,*,*,<=10%,N/A,N/A,N/A,44.2,55.8,2095.90,20.20,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Science,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,<3,*,23,3,N/A,N/A,N/A,21,26,47,<=10%,*,*,<=10%,N/A,N/A,N/A,44.7,55.3,2097.00,19.80,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,*,25,4,N/A,N/A,N/A,23,29,52,<=10%,*,*,<=10%,N/A,N/A,N/A,44.2,55.8,2095.90,20.20,N/A,*,*,*,*,*
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,*,*,<3,N/A,N/A,N/A,4,17,21,<=20%,<=20%,*,<=20%,N/A,N/A,N/A,<=20%,>=80%,2088.20,15.10,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,<3,*,*,<3,N/A,N/A,N/A,19,12,31,<=10%,*,*,<=10%,N/A,N/A,N/A,61.3,38.7,2101.20,21.50,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,*,25,4,N/A,N/A,N/A,23,29,52,<=10%,*,*,<=10%,N/A,N/A,N/A,44.2,55.8,2095.90,20.20,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,*,11,3,N/A,N/A,N/A,8,14,22,<=20%,*,*,<=20%,N/A,N/A,N/A,36.4,63.6,2091.00,20.60,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,<3,*,*,<3,N/A,N/A,N/A,15,15,30,<=20%,*,*,<=20%,N/A,N/A,N/A,50.0,50.0,2099.50,19.10,N/A,N/A,N/A,N/A,N/A,N/A
