"SchoolYear","IsdCode","IsdName","DistrictCode","DistrictName","BuildingName","BuildingCode","EntityType","Grade","Subject","TestingGroup","NumberAboveAverageGrowth","NumberAverageGrowth","NumberBelowAverageGrowth","PercentAboveAverage","PercentAverageGrowth","PercentBelowAverage","TotalIncluded","MeanSGP"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","English Language Arts","Black, not of Hispanic origin","64","73","75","30.20","34.40","35.40","212","48.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","English Language Arts","Male","39","41","50","30.00","31.50","38.50","130","47.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","English Language Arts","Female","25","32","26","30.10","38.60","31.30","83","50.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","English Language Arts","Not English Learners","64","73","76","30.00","34.30","35.70","213","48.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","English Language Arts","Not Migrant","64","73","76","30.00","34.30","35.70","213","48.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","06","English Language Arts","All Students","13","13","12","34.20","34.20","31.60","38","52.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","06","English Language Arts","Economically Disadvantaged","12","12","11","34.30","34.30","31.40","35","52.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","06","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","06","English Language Arts","Black, not of Hispanic origin","13","13","12","34.20","34.20","31.60","38","52.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","06","English Language Arts","Male","< 10","< 10","< 10","26.30","26.30","47.40","19","42.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","06","English Language Arts","Female","< 10","< 10","< 10","42.10","42.10","15.80","19","62.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","06","English Language Arts","Not English Learners","13","13","12","34.20","34.20","31.60","38","52.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","06","English Language Arts","Not Migrant","13","13","12","34.20","34.20","31.60","38","52.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","07","English Language Arts","All Students","19","14","12","42.20","31.10","26.70","45","57.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","07","English Language Arts","Economically Disadvantaged","18","12","12","42.90","28.60","28.60","42","57.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","07","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","07","English Language Arts","Black, not of Hispanic origin","19","14","12","42.20","31.10","26.70","45","57.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","07","English Language Arts","Male","16","< 10","< 10","47.10","26.50","26.50","34","59.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","07","English Language Arts","Female","< 10","< 10","< 10","27.30","45.50","27.30","11","52.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","07","English Language Arts","Not English Learners","19","14","12","42.20","31.10","26.70","45","57.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","07","English Language Arts","Not Migrant","19","14","12","42.20","31.10","26.70","45","57.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","English Language Arts","All Students","13","12","< 10","38.20","35.30","26.50","34","54.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","English Language Arts","Economically Disadvantaged","12","10","< 10","40.00","33.30","26.70","30","55.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","English Language Arts","Black, not of Hispanic origin","13","12","< 10","38.20","35.30","26.50","34","54.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","English Language Arts","Male","< 10","< 10","< 10","33.30","22.20","44.40","18","46.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","English Language Arts","Female","< 10","< 10","< 10","43.80","50.00","6.30","16","63.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","English Language Arts","Not English Learners","13","12","< 10","38.20","35.30","26.50","34","54.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","English Language Arts","Not Migrant","13","12","< 10","38.20","35.30","26.50","34","54.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","04","English Language Arts","All Students","< 10","15","21","20.00","33.30","46.70","45","40.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","04","English Language Arts","Economically Disadvantaged","< 10","13","19","22.00","31.70","46.30","41","40.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","04","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","04","English Language Arts","Black, not of Hispanic origin","< 10","15","20","20.50","34.10","45.50","44","40.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","04","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","04","English Language Arts","Male","< 10","< 10","12","22.20","33.30","44.40","27","40.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","04","English Language Arts","Female","< 10","< 10","< 10","16.70","33.30","50.00","18","38.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","04","English Language Arts","Not English Learners","< 10","15","21","20.00","33.30","46.70","45","40.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","Social Studies","Not Migrant","< 10","< 10","17","16.10","29.00","54.80","31","35.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","Social Studies","All Students","< 10","< 10","17","16.10","29.00","54.80","31","35.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","Social Studies","Economically Disadvantaged","< 10","< 10","16","14.80","25.90","59.30","27","33.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","Social Studies","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","Social Studies","Black, not of Hispanic origin","< 10","< 10","17","16.10","29.00","54.80","31","35.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","Social Studies","Male","< 10","< 10","< 10","22.20","33.30","44.40","18","40.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","Social Studies","Female","< 10","< 10","< 10","7.70","23.10","69.20","13","29.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","Social Studies","Not English Learners","< 10","< 10","17","16.10","29.00","54.80","31","35.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","All Grades","Social Studies","Not Migrant","< 10","< 10","17","16.10","29.00","54.80","31","35.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","Social Studies","All Students","< 10","< 10","17","16.10","29.00","54.80","31","35.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","Social Studies","Economically Disadvantaged","< 10","< 10","16","14.80","25.90","59.30","27","33.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","Social Studies","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","Social Studies","Black, not of Hispanic origin","< 10","< 10","17","16.10","29.00","54.80","31","35.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","Social Studies","Male","< 10","< 10","< 10","22.20","33.30","44.40","18","40.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","Social Studies","Female","< 10","< 10","< 10","7.70","23.10","69.20","13","29.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Bow Elementary-Middle School",4319,"LEA School","08","Social Studies","Not English Learners","< 10","< 10","17","16.10","29.00","54.80","31","35.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","Students without Disabilities","< 10","12","13","< 5","46.20","50.00","26","33.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","Students without Disabilities","< 10","< 10","15","< 5","37.50","62.50","24","24.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","Students without Disabilities","< 10","21","28","< 5","42.00","56.00","50","29.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","Students without Disabilities","< 10","25","17","16.00","50.00","34.00","50","41.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","Students without Disabilities","< 10","12","< 10","20.80","50.00","29.20","24","44.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","Students without Disabilities","< 10","13","10","11.50","50.00","38.50","26","39.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","Students with Disabilities","< 10","< 10","< 10","36.40","18.20","45.50","11","43.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","Students with Disabilities","< 10","< 10","< 10","< 5","50.00","50.00","10","33.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","Students with Disabilities","< 10","< 10","10","19.00","33.30","47.60","21","38.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","Students with Disabilities","< 10","< 10","< 10","20.00","35.00","45.00","20","42.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","Students with Disabilities","< 10","< 10","< 10","27.30","18.20","54.50","11","43.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","Economically Disadvantaged","< 10","14","18","< 5","43.80","56.30","32","27.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","Black, not of Hispanic origin","< 10","14","20","< 5","41.20","58.80","34","27.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","Male","< 10","< 10","13","< 5","31.60","68.40","19","28.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","Female","< 10","< 10","< 10","< 5","53.30","46.70","15","25.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","Not English Learners","< 10","14","20","< 5","41.20","58.80","34","27.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","Not Migrant","< 10","14","20","< 5","41.20","58.80","34","27.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","All Students","< 10","28","38","7.00","39.40","53.50","71","32.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","Economically Disadvantaged","< 10","26","35","7.60","39.40","53.00","66","32.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","Black, not of Hispanic origin","< 10","28","38","7.00","39.40","53.50","71","32.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","Male","< 10","15","20","5.40","40.50","54.10","37","34.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","Female","< 10","13","18","8.80","38.20","52.90","34","30.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","Not English Learners","< 10","28","38","7.00","39.40","53.50","71","32.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","Mathematics","Not Migrant","< 10","28","38","7.00","39.40","53.50","71","32.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","All Students","12","32","26","17.10","45.70","37.10","70","42.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","Economically Disadvantaged","10","32","23","15.40","49.20","35.40","65","42.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","Black, not of Hispanic origin","12","32","26","17.10","45.70","37.10","70","42.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","Male","< 10","16","14","16.70","44.40","38.90","36","42.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","Female","< 10","16","12","17.60","47.10","35.30","34","42.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","Not English Learners","12","32","26","17.10","45.70","37.10","70","42.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","All Grades","English Language Arts","Not Migrant","12","32","26","17.10","45.70","37.10","70","42.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","All Students","< 10","17","10","18.20","51.50","30.30","33","43.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","Economically Disadvantaged","< 10","17","10","12.90","54.80","32.30","31","41.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","Black, not of Hispanic origin","< 10","17","10","18.20","51.50","30.30","33","43.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","Male","< 10","< 10","< 10","22.20","50.00","27.80","18","46.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","Female","< 10","< 10","< 10","13.30","53.30","33.30","15","39.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","Not English Learners","< 10","17","10","18.20","51.50","30.30","33","43.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","English Language Arts","Not Migrant","< 10","17","10","18.20","51.50","30.30","33","43.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","All Students","< 10","15","16","16.20","40.50","43.20","37","40.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","Economically Disadvantaged","< 10","15","13","17.60","44.10","38.20","34","42.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","Black, not of Hispanic origin","< 10","15","16","16.20","40.50","43.20","37","40.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","Male","< 10","< 10","< 10","11.10","38.90","50.00","18","37.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","Female","< 10","< 10","< 10","21.10","42.10","36.80","19","43.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","Not English Learners","< 10","15","16","16.20","40.50","43.20","37","40.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","English Language Arts","Not Migrant","< 10","15","16","16.20","40.50","43.20","37","40.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","All Students","< 10","14","18","13.50","37.80","48.60","37","36.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","Economically Disadvantaged","< 10","12","17","14.70","35.30","50.00","34","37.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","Black, not of Hispanic origin","< 10","14","18","13.50","37.80","48.60","37","36.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","Male","< 10","< 10","< 10","11.10","50.00","38.90","18","39.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","Female","< 10","< 10","11","15.80","26.30","57.90","19","33.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","Not English Learners","< 10","14","18","13.50","37.80","48.60","37","36.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","05","Mathematics","Not Migrant","< 10","14","18","13.50","37.80","48.60","37","36.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Wayne Elementary School",4406,"LEA School","04","Mathematics","All Students","< 10","14","20","< 5","41.20","58.80","34","27.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","All Grades","English Language Arts","Not Migrant","25","56","53","18.70","41.80","39.60","134","42.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","06","English Language Arts","All Students","< 10","< 10","< 10","32.00","36.00","32.00","25","52.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","06","English Language Arts","Economically Disadvantaged","< 10","< 10","< 10","32.00","36.00","32.00","25","52.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","06","English Language Arts","Black, not of Hispanic origin","< 10","< 10","< 10","32.00","36.00","32.00","25","52.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","06","English Language Arts","Male","< 10","< 10","< 10","14.30","35.70","50.00","14","37.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","06","English Language Arts","Female","< 10","< 10","< 10","54.50","36.40","9.10","11","71.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","06","English Language Arts","Not English Learners","< 10","< 10","< 10","32.00","36.00","32.00","25","52.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","06","English Language Arts","Not Migrant","< 10","< 10","< 10","32.00","36.00","32.00","25","52.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","All Students","10","13","< 10","33.30","43.30","23.30","30","51.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Economically Disadvantaged","< 10","13","< 10","28.60","46.40","25.00","28","49.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Black, not of Hispanic origin","< 10","11","< 10","34.60","42.30","23.10","26","50.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Asian","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Male","< 10","< 10","< 10","33.30","40.00","26.70","15","53.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Female","< 10","< 10","< 10","33.30","46.70","20.00","15","50.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Not English Learners","10","12","< 10","35.70","42.90","21.40","28","52.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","08","English Language Arts","Not Migrant","10","13","< 10","33.30","43.30","23.30","30","51.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","07","English Language Arts","All Students","< 10","11","< 10","26.10","47.80","26.10","23","48.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Sampson Academy",4413,"LEA School","07","English Language Arts","Economically Disadvantaged","< 10","11","< 10","26.10","47.80","26.10","23","48.20"
